date,close,volume
2020-03-02,12.0200,14261694
2020-02-28,16.0000,36373233
2020-02-27,11.8000,27547104
2020-02-26,9.2200,24939954
2020-02-25,7.9500,2947844
2020-02-24,8.1650,5044232
2020-02-21,7.7200,1804471
2020-02-20,7.9400,2355136
2020-02-19,7.9500,2131955
2020-02-18,7.9900,2580664
2020-02-14,7.6800,2732788
2020-02-13,7.7900,4408571
2020-02-12,7.3100,2714979
2020-02-11,7.2100,2428997
2020-02-10,7.0200,6183559
2020-02-07,6.3100,2607215
2020-02-06,6.8400,1457623
2020-02-05,6.9700,2158461
2020-02-04,7.0100,4168339
2020-02-03,6.8100,4206771
2020-01-31,7.6200,6765938
2020-01-30,7.0000,3738759
2020-01-29,6.8400,5600580
2020-01-28,7.1700,8664339
2020-01-27,8.5000,16742097
2020-01-24,7.8000,10553554
2020-01-23,7.6600,16709381
2020-01-22,7.0900,16921190
2020-01-21,9.8200,53429596
2020-01-17,5.7400,9559872
2020-01-16,4.7800,4380156
2020-01-15,4.3800,5106990
2020-01-14,3.9900,925232
2020-01-13,3.9500,1766453
2020-01-10,3.9300,1687180
2020-01-09,4.0100,2096899
2020-01-08,4.2800,1790614
2020-01-07,4.5700,1043423
2020-01-06,4.5800,2112230
2020-01-03,4.4400,1709045
2020-01-02,4.4900,6127114
2019-12-31,3.9800,1330198
2019-12-30,4.0000,734919
2019-12-27,3.9900,774920
2019-12-26,4.0000,1202111
2019-12-24,4.0000,603089
2019-12-23,4.0000,1069982
2019-12-20,4.0100,1391954
2019-12-19,4.0100,950601
2019-12-18,3.9550,524436
2019-12-17,3.9900,884174
2019-12-16,4.0000,1089192
2019-12-13,4.0300,1365721
2019-12-12,3.9850,1097954
2019-12-11,4.0900,838055
2019-12-10,4.1700,1294596
2019-12-09,4.1600,1080409
2019-12-06,4.3500,1326653
2019-12-05,4.5500,1287967
2019-12-04,4.8800,1113425
2019-12-03,4.7700,2272735
2019-12-02,5.2200,4553664
2019-11-29,4.8500,3692730
2019-11-27,3.9400,1674492
2019-11-26,3.7500,870612
2019-11-25,3.7800,582159
2019-11-22,3.7600,342610
2019-11-21,3.8100,512402
2019-11-20,3.6900,480851
2019-11-19,3.7500,700957
2019-11-18,3.8300,1004537
2019-11-15,4.1100,665111
2019-11-14,4.2200,447230
2019-11-13,4.1900,703500
2019-11-12,4.1400,785678
2019-11-11,4.3500,634868
2019-11-08,4.5900,858205
2019-11-07,4.5000,432612
2019-11-06,4.4200,407333
2019-11-05,4.4600,896590
2019-11-04,4.6200,1053775
2019-11-01,4.3100,380018
2019-10-31,4.1700,752276
2019-10-30,4.4200,417573
2019-10-29,4.5000,577967
2019-10-28,4.6400,911178
2019-10-25,4.4700,381727
2019-10-24,4.2700,266484
2019-10-23,4.3000,357235
2019-10-22,4.3400,396102
2019-10-21,4.4100,341615
2019-10-18,4.4900,550720
2019-10-17,4.6300,425453
2019-10-16,4.7400,723516
2019-10-15,4.8300,511954
2019-10-14,4.6900,371447
2019-10-11,4.5600,360429
2019-10-10,4.4800,217788
2019-10-09,4.5000,833173
2019-10-08,4.7400,357997
2019-10-07,5.0100,372763
2019-10-04,5.0000,368010
2019-10-03,5.0500,432684
2019-10-02,5.1100,933611
