time,close,volume
2020-07-20 20:00:00,13.1400,71563
2020-07-20 19:55:00,13.1300,42744
2020-07-20 19:50:00,13.1300,23741
2020-07-20 19:45:00,13.1200,20847
2020-07-20 19:40:00,13.1300,29713
2020-07-20 19:35:00,13.1300,38423
2020-07-20 19:30:00,13.1400,27862
2020-07-20 19:25:00,13.1200,16608
2020-07-20 19:20:00,13.1200,11969
2020-07-20 19:15:00,13.1100,24658
2020-07-20 19:10:00,13.1299,13439
2020-07-20 19:05:00,13.1000,17977
2020-07-20 19:00:00,13.0800,22476
2020-07-20 18:55:00,13.0600,23325
2020-07-20 18:50:00,13.0500,36871
2020-07-20 18:45:00,13.0800,41140
2020-07-20 18:40:00,13.1100,29547
2020-07-20 18:35:00,13.0900,40635
2020-07-20 18:30:00,13.1100,19492
2020-07-20 18:25:00,13.0800,36382
2020-07-20 18:20:00,13.1000,16546
2020-07-20 18:15:00,13.0800,18346
2020-07-20 18:10:00,13.0900,18767
2020-07-20 18:05:00,13.0800,27644
2020-07-20 18:00:00,13.0500,70052
2020-07-20 17:55:00,13.0400,34162
2020-07-20 17:50:00,13.0400,22321
2020-07-20 17:45:00,13.0600,30002
2020-07-20 17:40:00,13.0600,78641
2020-07-20 17:35:00,13.0900,49345
2020-07-20 17:30:00,13.1000,63595
2020-07-20 17:25:00,13.0700,36146
2020-07-20 17:20:00,13.0399,58574
2020-07-20 17:15:00,13.0200,75360
2020-07-20 17:10:00,13.0200,53965
2020-07-20 17:05:00,13.0900,59139
2020-07-20 17:00:00,13.0800,152762
2020-07-20 16:55:00,13.1098,270887
2020-07-20 16:50:00,13.1800,186934
2020-07-20 16:45:00,13.1400,203286
2020-07-20 16:40:00,13.0800,99709
2020-07-20 16:35:00,13.0800,405784
2020-07-20 16:30:00,12.9500,336778
2020-07-20 16:25:00,12.9600,89964
2020-07-20 16:20:00,12.9400,145498
2020-07-20 16:15:00,12.9300,176803
2020-07-20 16:10:00,12.8602,1130378
2020-07-20 16:05:00,12.8300,277631
2020-07-20 16:00:00,12.8200,2867268
2020-07-20 15:55:00,12.8101,1817278
2020-07-20 15:50:00,12.7850,1721247
2020-07-20 15:45:00,12.7400,1445083
2020-07-20 15:40:00,12.8104,1509897
2020-07-20 15:35:00,12.7550,1745294
2020-07-20 15:30:00,12.7990,1618822
2020-07-20 15:25:00,12.7850,1142943
2020-07-20 15:20:00,12.7750,1561677
2020-07-20 15:15:00,12.7221,1149373
2020-07-20 15:10:00,12.7475,1076765
2020-07-20 15:05:00,12.6750,785893
2020-07-20 15:00:00,12.6700,954385
2020-07-20 14:55:00,12.6300,726313
2020-07-20 14:50:00,12.6401,1364251
2020-07-20 14:45:00,12.5778,740709
2020-07-20 14:40:00,12.5374,466486
2020-07-20 14:35:00,12.5600,724852
2020-07-20 14:30:00,12.5925,684376
2020-07-20 14:25:00,12.5100,697274
2020-07-20 14:20:00,12.5300,1149437
2020-07-20 14:15:00,12.4950,959699
2020-07-20 14:10:00,12.5000,939468
2020-07-20 14:05:00,12.4750,1264161
2020-07-20 14:00:00,12.4626,1767857
2020-07-20 13:55:00,12.5700,680893
2020-07-20 13:50:00,12.6150,732289
2020-07-20 13:45:00,12.6224,917281
2020-07-20 13:40:00,12.6468,1101775
2020-07-20 13:35:00,12.6000,789444
2020-07-20 13:30:00,12.5600,1251146
2020-07-20 13:25:00,12.6550,819481
2020-07-20 13:20:00,12.6300,1439824
2020-07-20 13:15:00,12.5900,1953895
2020-07-20 13:10:00,12.6647,1424471
2020-07-20 13:05:00,12.7702,1379710
2020-07-20 13:00:00,12.7400,1523592
2020-07-20 12:55:00,12.7400,1975319
2020-07-20 12:50:00,12.6200,1838592
2020-07-20 12:45:00,12.7100,2551740
2020-07-20 12:40:00,12.6150,3011450
2020-07-20 12:35:00,12.4945,1175783
2020-07-20 12:30:00,12.4925,1522749
2020-07-20 12:25:00,12.4774,1315918
2020-07-20 12:20:00,12.3874,536659
2020-07-20 12:15:00,12.3840,829015
2020-07-20 12:10:00,12.4050,1238201
2020-07-20 12:05:00,12.2450,854672
2020-07-20 12:00:00,12.2800,679736
2020-07-20 11:55:00,12.2400,1040988
2020-07-20 11:50:00,12.2974,1085461
2020-07-20 11:45:00,12.3369,962974
